"eventId","Week","Year","Tour","EventName","Winner","WinnerPts","playerId","WorldRating","HomeRating","FieldStrength"
366,16,1988,"EUR","Cannes Open","Mark McNulty",20,449,70,,70
367,16,1988,"JPN","Bridgestone Aso","Ian Baker-Finch",12,482,50,,50
368,16,1988,"ASA","Korean Open","Frankie Minoza",8,480,,,
369,17,1988,"USA","USF&G Classic","Chip Beck",40,9,155,,155
370,17,1988,"EUR","Cepsa Madrid Op.","Derrick Cooper",22,257,95,,95
371,17,1988,"JPN","Dunlop Jap. Int.","Masashi Ozaki",20,392,70,,70
372,18,1988,"USA","Ind. Ins. Ag. Op","Curtis Strange",46,201,250,,250
373,18,1988,"JPN","Chunichi Crowns","Scott Simpson",38,189,135,,135
374,18,1988,"EUR","Portuguese Open","Michael Harwood",18,503,35,,35
375,19,1988,"USA","Las Vegas Invit.","Gary Koch",50,116,335,,335
376,19,1988,"EUR","Epson Match-Play","Bernhard Langer",40,290,165,,165
377,19,1988,"JPN","Fuji Sankei Cl.","Ikuo Shirahama",20,397,70,,70
378,20,1988,"USA","Byron Nelson Cl.","Bruce Lietzke",50,122,335,,335
379,20,1988,"EUR","Spanish Open","Mark James(1953)",38,283,110,,110
380,20,1988,"JPN","Japan PGA M-Play","David Ishii",20,107,55,,55
381,21,1988,"USA","Colonial Nt. Inv","Lanny Wadkins",50,223,340,,340
382,21,1988,"EUR","Italian Open","Greg Norman",24,512,105,,105
383,21,1988,"JPN","Pepsi Ube Open","Mamoru Kondo",14,733,35,,35
384,22,1988,"USA","Memorial Tourn.","Curtis Strange",64,201,455,,455
385,22,1988,"EUR","Volvo PGA Champ.","Ian Woosnam",44,334,245,,245
386,22,1988,"JPN","Mitsubishi Gal.","Brian Jones",20,505,55,,55
387,23,1988,"JPN","Sendai Hoso Cls.","Masahiro Kuramoto",14,371,45,,45
388,23,1988,"EUR","Dunhill Masters","Sandy Lyle",42,294,205,,205
389,23,1988,"USA","Kemper Open","D J Morris",42,96,200,,200
390,24,1988,"USA","Westchester Cl.","Seve Ballesteros",54,238,395,,395
391,24,1988,"EUR","Wang Pro-Celeb.","Rodger Davis",20,491,60,,60
392,24,1988,"JPN","Sapporo Toyku","Naomichi Joe Ozaki",18,393,35,,35
393,25,1988,"MAJ","U.S. Open","Curtis Strange",100,201,,,
394,25,1988,"EUR","Belgian Open","f30 f30",16,313,15,,15
395,25,1988,"JPN","Yomiuri Sapporo","Masahiro Kuramoto",16,371,15,,15
396,26,1988,"USA","Atlanta Classic","Larry Nelson",44,147,240,,240
397,26,1988,"EUR","French Open","Nick Faldo",40,264,150,,150
398,26,1988,"JPN","Mizuno Open","Yoshimi Niizeki",20,548,65,,65
399,27,1988,"USA","Western Open","Jim Benepe",44,677,215,,215
400,27,1988,"EUR","Monte Carlo Open","Jose Rivero",24,321,130,,130
401,27,1988,"JPN","Kanyo PGA","Tomohiro Maruyama",8,806,35,,35
402,27,1988,"JPN","Kansai PGA","Masahiro Kuramoto",4,371,5,,5
403,28,1988,"USA","Anheuser-Bsh Cl","Tom Sieckmann",36,186,95,,95
404,28,1988,"EUR","Bells Scottish O","Barry Lane",44,615,230,,230
405,28,1988,"JPN","Hiroshima Open","Hajime Matsui",8,827,20,,20
406,29,1988,"USA","Hardee's Classic","Blaine McCallister",18,572,30,,30
407,29,1988,"MAJ","The Open Championship","Seve Ballesteros",100,238,,,
408,30,1988,"EUR","Dutch Open","Mark Mouland",34,307,45,,45
409,30,1988,"USA","Gr. Hartford Op.","Mark Brooks",36,24,100,,100
410,30,1988,"JPN","Japan PGA CHamp.","Tateo Jet Ozaki",36,394,80,,80
411,31,1988,"USA","Buick Open","Scott Verplank",42,220,195,,195
412,31,1988,"EUR","Scandinavian Op.","Seve Ballesteros",34,238,70,,70
413,31,1988,"JPN","NST Niigata Open","Naomichi Joe Ozaki",10,393,25,,25
414,31,1988,"CAN","Canadian PGA","Brent Franklin",4,829,,,
415,32,1988,"USA","St. Jude Classic","Jodie Mudd",44,144,215,,215
416,32,1988,"EUR","Ben. & Hedg. Int","Peter Baker",38,560,110,,110
417,33,1988,"MAJ","PGA Championship","Jeff Sluman",100,192,,,
418,33,1988,"EUR","PLM Open","Frank Nobilo",16,511,5,,5
419,33,1988,"JPN","Nikkei Cup","Masashi Ozaki",8,392,20,,20
420,34,1988,"USA","The Internat'nal","Joey Sindelar",54,191,390,,390
421,34,1988,"JPN","Maruman Open","Masashi Ozaki",8,392,25,,25
422,34,1988,"EUR","Carrolls Irish O","Ian Woosnam",42,334,190,,190
423,35,1988,"USA","NEC World Series","Mike Reid",64,173,355,,355
424,35,1988,"USA","Provident Class.","Phil Blackmar",10,13,25,,25
425,35,1988,"EUR","German Open","Seve Ballesteros",38,238,125,,125
426,35,1988,"JPN","KBC Augusta","Masahiro Kuramoto",16,371,25,,25
427,36,1988,"EUR","Eur.Mst.Swiss Op","Chris Moody",44,304,240,,240
428,36,1988,"JPN","Kanto Open","Akihito Yokoyama",6,841,20,,20
429,36,1988,"JPN","Kansai Open","Yasuo Sone",4,842,,,
430,36,1988,"JPN","Chu Shikoku Open","Masahiro Kuramoto",4,371,5,,5
431,36,1988,"JPN","Kyushu Open","Katsuyoshi Tomori",4,416,,,
432,36,1988,"JPN","Hokkaido Open","c2 c2",4,412,,,
433,36,1988,"JPN","Chubu Open","Teruo Nakamura",4,388,,,
434,36,1988,"USA","Canadian Open","Ken Green",42,84,185,,185
435,37,1988,"EUR","European Open","Ian Woosnam",42,334,200,,200
436,37,1988,"USA","Gr. Milwaukee Op","Ken Green",32,84,205,,205
437,37,1988,"JPN","Suntory Open","Tateo Jet Ozaki",24,394,105,,105
438,38,1988,"USA","Bk. of Boston Cl","Mark Calcavecchia",44,30,215,,215
439,38,1988,"EUR","Lancome Trophy","Seve Ballesteros",46,238,265,,265
440,38,1988,"JPN","ANA Sapporo Open","Naomichi Joe Ozaki",20,393,75,,75
441,39,1988,"USA","B C Open","Bill Glasson",24,79,105,,105
442,39,1988,"EUR","German Masters","f30 f30",44,313,215,,215
443,39,1988,"JPN","Jun Classic","Toru Nakamura",24,387,105,,105
444,40,1988,"USA","Southern Open","David Frost",26,440,130,,130
445,40,1988,"EUR","English Open","Howard Clark",16,255,10,,10
446,40,1988,"JPN","Tokai Classic","Brian Jones",24,505,115,,115
447,41,1988,"USA","Southwest Class.","Tom Purtzer",28,169,155,,155
448,41,1988,"EUR","Suntory W M-Play","Sandy Lyle",32,294,210,,210
449,41,1988,"ANZ","Queensland Open","Brett Officer",8,676,,,
450,41,1988,"JPN","Japan Open","Masashi Ozaki",36,392,85,,85
451,42,1988,"USA","Texas Open","Corey Pavin",32,159,220,,220
452,42,1988,"JPN","Golf Digest","Masashi Ozaki",20,392,60,,60
453,42,1988,"ANZ","Tasmanian Open","Brett Ogle",8,513,,,
454,43,1988,"USA","Pensacola Open","Andrew Magee",20,129,65,,65
455,43,1988,"EUR","Jersey Open","Des Smyth",16,326,5,,5
456,43,1988,"JPN","Bridgestone Trn","Masashi Ozaki",38,392,140,,140
457,43,1988,"ANZ","New Sth. W Open","Greg Norman",18,512,40,,40
458,44,1988,"USA","Walt Disney Cls.","Bob Lohr",48,124,285,,285
459,44,1988,"EUR","Volvo Masters","Nick Faldo",44,264,215,,215
460,44,1988,"JPN","Lark Cup","Katsunari Takahashi",20,411,70,,70
461,44,1988,"ANZ","West Austr. Open","Bradley Hughes",8,853,,,
462,45,1988,"USA","Tucson Open","David Frost",48,440,285,,285
463,45,1988,"ANZ","Australian PGA","Wayne Grady",20,501,65,,65
464,46,1988,"USA","Nabisco Champ.","Curtis Strange",56,201,445,,445
465,46,1988,"JPN","Visa Taiheiyo M.","Seve Ballesteros",38,238,140,,140
466,46,1988,"ANZ","Sth. Austr. Open","Gordon Brand-Jr",8,245,15,,15
467,46,1988,"USA","Centel Classic","Bill Glasson",10,79,25,,25
468,46,1988,"AFR","Minolta Cop M-Pl","Tony Johnstone",8,446,,,
469,47,1988,"USA","Kapalua Inter'l","Bob Gilder",24,78,115,,115
470,47,1988,"JPN","Dunlop Phoenix","Ken Green",44,84,235,,235
471,47,1988,"AFR","Bloemfontein Cl.","Tony Johnstone",8,446,,,
472,48,1988,"JPN","Casio World Open","Larry Mize",40,139,160,,160
473,48,1988,"ANZ","Australian Open","Mark Calcavecchia",38,30,135,,135
474,48,1988,"AFR","Safmarine Mast.","John Bland",8,435,,,
475,49,1988,"JPN","Japan Series","Naomichi Joe Ozaki",16,393,20,,20
476,49,1988,"ANZ","Bicentennial Cl.","Rodger Davis",32,491,215,,215
477,49,1988,"AFR","Sun City Chall.","Fulton Allem",22,433,155,,155
478,50,1988,"JPN","Daikyo Open","Saburo Fujiki",18,347,115,,115
479,50,1988,"ANZ","Air N-Zeal. Open","Terry Gale",16,498,25,,25
480,51,1988,"ANZ","New Zealand Open","Ian Stanley",16,526,5,,5
481,51,1988,"AFR","Goodyear Classic","Trevor Dodds",8,439,,,
482,1,1989,"USA","Tourn. of Champs","Steve Jones",54,112,395,,395
483,1,1989,"AFR","Dewars W Lab Tr.","John Bland",8,435,,,
484,2,1989,"USA","Bob Hope Classic","Steve Jones",46,112,260,,260
485,2,1989,"AFR","ICL Internat'nal","Chris Williams",8,457,5,,5
486,2,1989,"ANZ","Palm Meadows Cup","Curtis Strange",30,201,190,,190
487,3,1989,"ANZ","Coca Cola Int'l.","Isao Aoki",18,336,45,,45
488,3,1989,"AFR","Lexington PGA","Tony Johnstone",8,446,,,
489,3,1989,"USA","Phoenix Open","Mark Calcavecchia",56,30,455,,455
490,4,1989,"AFR","Zimbabwe Open","Vijay Singh",8,653,,,
491,4,1989,"AFR","Palabora Classic","Stuart Smith(USA)",8,683,,,
492,4,1989,"ANZ","Victorian PGA","David Ecob",8,871,5,,5
493,4,1989,"USA","AT&T Nat. Pro-Am","Mark O'Meara",52,154,360,,360
494,5,1989,"USA","Los Angeles Open","Mark Calcavecchia",58,30,480,,480
495,5,1989,"AFR","Sth. Africa Open","Fred Wadsworth",16,225,,,
496,5,1989,"ANZ","Victorian Open","Mike Clayton",16,487,10,,10
497,5,1989,"AFR","Zambian Open","Craig Maltman",6,298,,,
498,6,1989,"USA","Hawaiian Open","Gene Sauers",32,185,175,,175
499,6,1989,"AFR","Kenya Open","David Jones",8,286,,,
500,6,1989,"AFR","AECI Charity Cls","Jeff Hawkes",6,442,,,
501,6,1989,"ASA","S-M Philippine O","Emlyn Aubrey",8,812,,,
502,6,1989,"ANZ","Austral. M-Play","Ossie Moore",8,509,10,,10
503,7,1989,"USA","Sh'son Lehman Op","Greg Twiggs",38,216,120,,120
504,7,1989,"ASA","J-W Hong Kong Op","Brian Claar",8,541,10,,10
505,7,1989,"ANZ","Austral. Masters","Greg Norman",36,512,80,,80
506,7,1989,"AFR","Swazi Sun Class.","Jeff Hawkes",6,442,,,
507,8,1989,"USA","Doral Ryder Open","Bill Glasson",64,79,585,,585
508,8,1989,"EUR","Tenerife Open","Jose M Olazabal",18,3485,45,,45
509,8,1989,"ASA","T-I Thailand Op.","Brian Claar",8,541,,,
510,8,1989,"ANZ","Australian TPC","Greg Norman",22,512,85,,85
511,8,1989,"AFR","Trustbank T of C","Jay Townsend",8,212,,,
512,9,1989,"ASA","Pakistan Open","Frankie Minoza",8,480,,,
513,9,1989,"USA","Honda Classic","Blaine McCallister",56,572,455,,455
514,9,1989,"EUR","Desert Classic","Mark James(1953)",18,283,30,,30
515,10,1989,"ASA","Ch-C Indian Open","Remi Bouchard",8,3037,,,
516,10,1989,"ANZ","Nedland Masters","Louis Brown",8,872,5,,5
517,10,1989,"EUR","Renault Baleares","Ove Sellberg",26,323,135,,135
518,10,1989,"USA","Nestle Invit'nal","Tom Kite",68,114,510,,510
519,11,1989,"USA","Players Champ'ip","Tom Kite",80,114,,,
520,11,1989,"EUR","Catalan Open","Mark Roe",18,549,35,,35
521,11,1989,"ASA","Singapore Open","Lu Chien-Soon",8,477,,,
522,11,1989,"ANZ","Joondalup Class.","Brad King",8,641,5,,5
523,11,1989,"JPN","Shizuoka Open","Koichi Suzuki",8,406,,,
524,12,1989,"ASA","Indonesian Open","Kasiadi Kasiadi",8,3735,,,
525,12,1989,"EUR","AGF Open","Mark James(1953)",16,283,10,,10
526,12,1989,"USA","USF & G Classic","Tim Simpson",50,190,330,,330
527,12,1989,"JPN","Setonaikai Open","Naomichi Joe Ozaki",8,393,,,
528,13,1989,"ASA","B&H Malaysian Op","Jeff Maggert",8,576,,,
529,13,1989,"USA","Indep Ins Ag Opn","Mike Sullivan",50,204,350,,350
530,13,1989,"EUR","Volvo Open","Vijay Singh",16,653,5,,5
531,14,1989,"MAJ","Masters Tournament","Nick Faldo",100,264,,,
532,14,1989,"ASA","Rep. of China Op","Lu Chien-Soon",6,477,,,
533,14,1989,"USA","Dep Guaranty Cls","Jim Booros",6,16,,,
534,14,1989,"JPN","Pocarisweat Open","Yoshikazu Yokoshima",8,542,,,
535,14,1989,"EUR","Jersey Open","Christy O'Connor-Jnr",16,310,,,
536,15,1989,"USA","MCI Heritage Cls","Payne Stewart",62,200,545,,545
537,15,1989,"ASA","Korea Maekyung O","Lu Hsi-Chuen",8,478,,,
538,15,1989,"EUR","Cr-L Cannes Open","Paul Broadhurst",14,2860,50,,50
539,15,1989,"JPN","Bridgestone Aso","Craig Parry",8,637,5,,5
540,16,1989,"USA","K mart Greensboro","Ken Green",50,84,330,,330
541,16,1989,"ASA","Japan Dunlop Int","Terry Gale",18,498,30,,30
542,16,1989,"EUR","Cepsa Madrid Opn","Seve Ballesteros",26,238,150,,150
543,17,1989,"USA","Las Vegas Invit.","Scott Hoch",36,101,100,,100
544,17,1989,"JPN","Chunichi Crowns","Greg Norman",38,512,120,,120
545,17,1989,"EUR","Peug Spanish Opn","Bernhard Langer",40,290,160,,160
546,18,1989,"EUR","Epson Match-Play","Seve Ballesteros",40,238,175,,175
547,18,1989,"USA","GTE Byron Nelson","Jodie Mudd",50,144,340,,340
548,18,1989,"JPN","Fuji Sankei Open","Masashi Ozaki",18,392,30,,30
549,19,1989,"USA","Memorial Tourn't","Bob Tway",70,215,575,,575
550,19,1989,"JPN","Japan PGA M-Play","Masashi Ozaki",16,392,20,,20
551,19,1989,"EUR","Volvo Belgian Op","Gordon J Brand",18,246,45,,45
552,20,1989,"USA","Colonial Nat Inv","Ian Baker-Finch",54,482,390,,390
553,20,1989,"EUR","Lancia Italian O","Ronan Rafferty",36,319,105,,105
554,20,1989,"JPN","Pepsi Ube Tourn.","Akihito Yokoyama",12,841,5,,5
555,21,1989,"USA","BellS Altanta Cl","Scott Simpson",40,189,155,,155
556,21,1989,"JPN","Mitsubishi Gal't","Tateo Jet Ozaki",16,394,25,,25
557,21,1989,"EUR","Volvo PGA Champ.","Nick Faldo",64,264,285,,285
558,22,1989,"USA","Kemper Open","Tom Byrum",38,555,130,,130
559,22,1989,"EUR","Dunhill Br. Mast","Nick Faldo",42,264,195,,195
560,22,1989,"JPN","Sendai Hoso Cl.","Masashi Ozaki",16,392,25,,25
561,23,1989,"USA","Westchester Cl.","Wayne Grady",60,501,515,,515
562,23,1989,"JPN","Sapporo Tokyu Op","Graham Marsh",16,507,10,,10
563,23,1989,"EUR","Wang Nat Pro-Cel","Craig Parry",18,637,40,,40
564,24,1989,"MAJ","U.S. Open","Curtis Strange",100,201,,,
565,24,1989,"JPN","Yomiuri Sapporo","Hajime Meshiai",12,376,10,,10
566,24,1989,"EUR","N M English Open","Mark James(1953)",16,283,15,,15
567,25,1989,"USA","Canadian Open","Steve Jones",48,112,305,,305
568,25,1989,"JPN","Mizuno Open","Akiyoshi Ohmachi",16,3499,10,,10
569,25,1989,"EUR","Carrolls Irish O","Ian Woosnam",38,334,125,,125
570,26,1989,"JPN","Kanto PGA Champ.","Saburo Fujiki",4,347,10,,10
571,26,1989,"JPN","Kansai PGA Champ","Hajime Matsui",4,827,,,
572,26,1989,"EUR","Peug French Open","Nick Faldo",46,264,260,,260
573,26,1989,"USA","Beat. Western Op","Mark McCumber",50,135,330,,330
574,27,1989,"JPN","Yonex Hiroshima","Masashi Ozaki",8,392,20,,20
575,27,1989,"EUR","Torras M Carlo O","Mark McNulty",24,449,120,,120
576,27,1989,"USA","Canon Gr Hartf'd","Paul Azinger",38,20,130,,130
577,28,1989,"EUR","Bells Scottish O","Michael Allen",46,575,260,,260
578,28,1989,"USA","Anheuser-Bch. Cl","Mike Donald",36,54,90,,90
579,29,1989,"MAJ","The Open Championship","Mark Calcavecchia",100,30,,,
580,29,1989,"USA","Hardee's Classic","Curt Byrum",16,28,10,,10
581,30,1989,"EUR","KLM Dutch Open","Jose M Olazabal",40,3485,155,,155
582,30,1989,"USA","Buick Open","Leonard Thompson",38,210,130,,130
583,30,1989,"JPN","NCT Niigata Open","Katsuyoshi Tomori",8,416,5,,5
584,31,1989,"USA","Fed Ex St Jude C","John Mahaffey",36,130,75,,75
585,31,1989,"EUR","Scandinav Ent Op","Ronan Rafferty",32,319,15,,15
586,31,1989,"JPN","Japan PGA Champ.","Masashi Ozaki",32,392,25,,25
587,32,1989,"MAJ","PGA Championship","Payne Stewart",100,200,,,
588,32,1989,"EUR","Ben & Hedges Int","Gordon Brand-Jr",34,245,50,,50
589,32,1989,"JPN","Nikkei Cup","Yoshimi Niizeki",8,548,5,,5
590,33,1989,"USA","The Internat'nal","Greg Norman",46,512,275,,275
591,33,1989,"CAN","Canadian PGA Ch.","Jean-Louis Lamarre",4,544,,,
592,33,1989,"EUR","PLM Open","Michael Harwood",24,503,110,,110
593,33,1989,"JPN","Maruman Open","Koichi Suzuki",8,406,20,,20
594,34,1989,"USA","NEC World Series","David Frost",68,440,510,,510
595,34,1989,"USA","Chattanooga Clas","Stan Utley",8,907,,,
596,34,1989,"JPN","KBC Augusta","Teruo Sugihara",16,405,25,,25
597,34,1989,"EUR","German Open","Craig Parry",38,637,115,,115
598,35,1989,"JPN","Kanto Open","Yoshi Mizumaki",4,699,5,,5
599,35,1989,"JPN","Kansai Open","Yoshitaka Yamamoto",4,422,,,
600,35,1989,"JPN","Hokkaido Open","c2 c2",4,412,,,
601,35,1989,"JPN","Chubu Open","Tadao Nakamura",4,390,,,
602,35,1989,"JPN","Chu Shikoku Open","Tadami Ueno",4,418,,,
603,35,1989,"JPN","Kyushu Open","Shinji Kuraoka",4,4134,,,
604,35,1989,"USA","Gr Milwaukee Opn","Greg Norman",34,512,245,,245
605,35,1989,"EUR","Ebel Eur Masters","Seve Ballesteros",40,238,145,,145
606,36,1989,"EUR","Pan'c European O","Andrew Murray",64,308,160,,160
607,36,1989,"JPN","Suntory Open","Larry Nelson",18,147,40,,40
608,36,1989,"USA","B C Open","Mike Hulbert",18,102,40,,40
609,37,1989,"EUR","Trophee Lancome","Eduardo Romero",64,464,385,,385
610,37,1989,"JPN","ANA Sapporo Open","Masashi Ozaki",20,392,55,,55
611,37,1989,"USA","Bank of Boston C","Blaine McCallister",40,572,150,,150
612,38,1989,"JPN","Jun Classic","Tateo Jet Ozaki",16,394,20,,20
613,38,1989,"USA","Southern Open","Ted Schulz",18,799,45,,45
614,39,1989,"USA","Centel Classic","Bill Britton",16,687,60,,60
615,39,1989,"EUR","Motorola Classic","David Llewellyn",4,292,,,
616,39,1989,"JPN","Tokai Classic","Isao Aoki",18,336,35,,35
617,40,1989,"EUR","German Masters","Bernhard Langer",48,290,295,,295
618,40,1989,"JPN","Japan Open Champ","Masashi Ozaki",64,392,30,,30
619,40,1989,"USA","Texas Open","Donnie Hammond",24,91,105,,105
620,41,1989,"EUR","Suntory W M-Play","Nick Faldo",36,264,260,,260
621,41,1989,"EUR","BMW Internat'nal","David Feherty",22,265,95,,95
622,41,1989,"JPN","Golf Digest Open","Yoshikazu Yokoshima",16,542,5,,5
623,42,1989,"USA","Walt Disney Clas","Tim Simpson",46,190,275,,275
624,42,1989,"ANZ","Tasmanian Open","Ian Stanley",8,526,,,
625,42,1989,"EUR","Portuguese O TPC","Colin Montgomerie",18,741,35,,35
626,42,1989,"JPN","Bridgestone Trn.","Roger Mackay",32,508,25,,25
627,43,1989,"ANZ","Air N-Zeal. Open","Don Bies",16,758,,,
628,43,1989,"USA","Nabisco Champ.","Tom Kite",54,114,410,,410
629,43,1989,"EUR","Volvo Masters","Ronan Rafferty",40,319,175,,175
630,43,1989,"JPN","Lark Cup","Brian Jones",16,505,25,,25
631,43,1989,"SAM","Sao Paulo Class.","Mike Cunning",4,561,,,
632,44,1989,"ANZ","New Zealand Open","Greg Turner",16,531,5,,5
633,45,1989,"USA","Isuzu Kapalua In","Peter Jacobsen",16,109,25,,25
634,45,1989,"ANZ","Australian PGA","Peter Senior",20,520,60,,60
635,45,1989,"JPN","Visa Taiheiyo Ms","Jose M Olazabal",30,3485,160,,160
636,45,1989,"SAM","Argentinian Open","Eduardo Romero",4,464,,,
637,46,1989,"JPN","Dunlop Phoenix","Larry Mize",64,139,250,,250
638,46,1989,"AFR","Nigerian Open","Vijay Singh",8,653,,,
639,46,1989,"ANZ","New Sth. W Open","Rodger Davis",18,491,35,,35
640,46,1989,"AFR","Bloemfontein Cl.","Des Terblanche",8,3603,,,
641,46,1989,"SAM","Los Leones Open","missed missed",4,3,,,
642,47,1989,"ANZ","West End S A Op.","Nick Price",8,452,20,,20
643,47,1989,"AFR","Ivory Coast Open","Vijay Singh",8,653,,,
644,47,1989,"AFR","Minolta Cop M-Pl","Fulton Allem",8,433,15,,15
645,47,1989,"JPN","Casio World Open","Isao Aoki",36,336,85,,85
646,48,1989,"JPN","Japan Series","Akiyoshi Ohmachi",18,3499,35,,35
647,48,1989,"ANZ","Australian Open","Peter Senior",64,520,285,,285
648,49,1989,"AFR","Sun City Chall.","David Frost",14,440,70,,70
649,49,1989,"JPN","Daikyo Open","Nobuo Serizawa",8,396,,,
650,49,1989,"ANZ","Johnn. Walker Cl","Peter Senior",30,520,195,,195
651,50,1989,"AFR","Twee J'n Masters","Hugh Baiocchi",8,434,,,
652,50,1989,"ANZ","Queensland Open","Brett Ogle",8,513,15,,15
653,1,1990,"USA","MONY Tourn of Ch","Paul Azinger",56,20,353,,353
654,2,1990,"AFR","Zimbabwe Open","h25 h25",8,329,,,
655,2,1990,"AFR","ICL Internat'nal","Gavan Levenson",8,447,2,,2
656,2,1990,"ANZ","Daikyo Palm Mead","Rodger Davis",42,491,178,,178
657,2,1990,"USA","N Tel Tucson Opn","Robert Gamez",42,2878,188,,188
658,3,1990,"AFR","Zambia Open","Gordon J Brand",8,246,,,
659,3,1990,"AFR","Lexington PGA","Fulton Allem",8,433,8,,8
660,3,1990,"ANZ","Coca Cola Class.","Ronan Rafferty",32,319,117,,117
661,3,1990,"USA","Bob Hope Ch'r Cl","Peter Jacobsen",50,109,294,,294
662,4,1990,"AFR","Kenya Open","Christy O'Connor-Jnr",8,310,2,,2
663,4,1990,"AFR","Prot. S Africa O","Trevor Dodds",8,439,7,,7
664,4,1990,"ANZ","Vines Classic","Jeff Maggert",22,576,63,,63
665,4,1990,"USA","Phoenix Open","Tommy Armour III",50,556,297,,297
666,5,1990,"USA","AT&T Pebble Bch","Mark O'Meara",54,154,330,,330
667,5,1990,"AFR","AECI Classic","John Daly",8,863,2,,2
668,6,1990,"ANZ","Merc Aust M Play","David Iw'i Smith",12,3532,25,,25
669,6,1990,"USA","Hawaiian Open","David Ishii",42,107,191,,191
670,6,1990,"AFR","Goodyear Classic","Philip Jonas",8,800,,,
671,7,1990,"ANZ","Austral. Masters","Greg Norman",44,512,215,,215
672,7,1990,"EUR","Vin-V Atlantic O","St'n McAllister",16,830,23,,23
673,7,1990,"USA","Sh'son Lehman Op","Dan Forsman",40,70,164,,164
674,7,1990,"AFR","Hollard Swazi Cl","John Daly",8,863,,,
675,7,1990,"ASA","S-M Philippine O","missed missed",8,3697,,,
676,8,1990,"USA","Nis. Los Angeles","Fred Couples",48,44,257,,257
677,8,1990,"ASA","M'l Hong Kong Op","Ken Green",8,84,17,,17
678,8,1990,"EUR","Em-Air Desert Cl","Eamonn Darcy",40,259,158,,158
679,8,1990,"AFR","Palabora Classic","Tony Johnstone",8,446,,,
680,9,1990,"ASA","T-I Thailand Op.","Lu Wen-Teh",8,3811,,,
681,9,1990,"USA","Doral Ryder Open","Greg Norman",62,512,443,,443
682,9,1990,"AFR","Dewars W Lab Tr","John Bland",8,435,,,
683,9,1990,"EUR","Amex Medit'n Opn","Ian Woosnam",30,334,171,,171
684,9,1990,"JPN","Daiichi Fudousan","Brian Jones",12,505,15,,15
685,10,1990,"EUR","Ren't Baleares O","Seve Ballesteros",30,238,109,,109
686,10,1990,"ANZ","Nedland Masters","John Morse",12,2478,3,,3
687,10,1990,"ASA","Wills Indian Op.","Andrew Debusk",8,4178,,,
688,10,1990,"AFR","Trustbank T of C","Trevor Dodds",8,439,,,
689,10,1990,"USA","Honda Classic","John Huston",48,707,262,,262
690,10,1990,"JPN","Imperial Open","Toru Nakamura",12,387,9,,9
691,11,1990,"ASA","Ep'n Singapore O","Antolin Fernando",8,594,,,
692,11,1990,"USA","Players Champ'ip","Jodie Mudd",80,144,540,,540
693,11,1990,"EUR","Tenerife Open","Vicente Fernandez",18,461,41,,41
694,11,1990,"JPN","Shizuoka Open","Ryoken Kawagishi",12,3861,4,,4
695,12,1990,"USA","Nestle Invit'nal","Robert Gamez",72,2878,617,,617
696,12,1990,"ASA","Indonesian Open","Frankie Minoza",8,480,,,
697,12,1990,"EUR","Volvo Open","Eduardo Romero",16,464,31,,31
698,12,1990,"JPN","T M Setonaikai O","Masahiro Kuramoto",12,371,2,,2
699,13,1990,"ASA","B&H Malaysian Op","Glen Day",8,3410,,,
700,13,1990,"EUR","AGF Open","Brett Ogle",16,513,21,,21
701,13,1990,"USA","Indep Ins Ag Opn","Tony Sills",44,187,382,,382
702,14,1990,"MAJ","Masters Tournament","Nick Faldo",100,264,,,
703,14,1990,"USA","Dep Guaranty Cl","Gene Sauers",16,185,1,,1
704,14,1990,"ASA","Sanyang ROC Open","Frankie Minoza",8,480,,,
